address,agent,baths_full,baths_half,bedrooms,broker,city,garage,lot_size,photos,price,property_type,sqft,zip_code
19292 Oakwood Dr,21881,2,1,4,1571726,Bloomington,3,22215.600000000002,30,249000,Single Family Home,2958,61705
2501 Keystone Rd,21881,3,1,4,1571726,Bloomington,3,-1.0,29,239900,Single Family Home,4252,61704
1020 Doral Dr,1416095,3,1,2,1571726,Bloomington,2,-1.0,23,129900,Single Family Home,1800,61701
906 N Mason St,758933,1,0,2,-1,Bloomington,-1,3485,13,39900,Single Family Home,978,61701
2004 Trotter Ln,5040,3,0,4,1295017,Bloomington,3,-1.0,30,429900,Single Family Home,4480,61704
1109 Longford Ln,881654,3,1,5,1280142,Bloomington,3,-1.0,30,275000,Single Family Home,3564,61704
47 White Pl,860512,2,1,5,712753,Bloomington,2,-1.0,30,199900,Single Family Home,4000,61701
19287 Inverness Ct,111130,3,1,4,1207437,Bloomington,3,-1.0,30,388500,Single Family Home,5062,61705
63 Brookshire Grn,7995,3,1,4,3054550,Bloomington,2,-1.0,30,179000,Single Family Home,2688,61704
11 Richwood Trl,1194290,2,0,2,1571726,Bloomington,2,-1.0,24,181900,Single Family Home,2186,61701
66 Fedor Cir,1231308,3,0,5,1295017,Bloomington,3,-1.0,30,275000,Single Family Home,3684,61705
5 Paul Ct,1571752,2,0,4,1571726,Bloomington,1,-1.0,30,182000,Single Family Home,2345,61701
19528 Briar Dr,1118829,3,1,4,1571726,Bloomington,3,50529.6,30,559900,Single Family Home,6308,61705
1212 Elmwood Rd,744586,4,1,5,3054550,Bloomington,3,-1.0,30,449900,Single Family Home,5258,61701
1916 Tracy Dr,1652473,1,1,2,-1,Bloomington,1,-1.0,17,42500,Condo/Townhome/Row Home/Co-Op,1050,61704
611 E Taylor St,2269057,2,0,3,1280142,Bloomington,1,-1.0,16,129900,Single Family Home,2761,61701
14 Aspen Ct,921514,2,0,2,1280142,Bloomington,2,-1.0,30,227300,Single Family Home,3809,61704
1207 S Main St,7995,0,0,6,3054550,Bloomington,-1,-1.0,30,99000,Multi-Family Home,3306,61701
40 Boardwalk Cir,1207563,2,1,3,1207437,Bloomington,2,-1.0,17,155000,Single Family Home,2205,61701
2512 Blarney Stone Ln,1231308,2,1,4,1295017,Bloomington,3,-1.0,1,240000,Single Family Home,3232,61704
16060 Dorado Rd,1231308,2,1,4,1295017,Bloomington,2,36590.4,25,309900,Single Family Home,3728,61705
815 W Grove St,2975897,1,0,3,1280142,Bloomington,-1,-1.0,28,58000,Single Family Home,1056,61701
5108 Longfield Rd,283157,3,1,6,1207437,Bloomington,3,-1.0,25,309999,Single Family Home,3183,61705
2001 Woodhavens Dr,1345180,3,0,3,-1,Bloomington,2,-1.0,16,139900,Single Family Home,2320,61701
2404 Anchor Dr,7995,1,0,3,3054550,Bloomington,1,-1.0,30,122500,Single Family Home,2164,61704
907 N Morris Ave,1501366,1,0,2,3054550,Bloomington,2,-1.0,30,94900,Single Family Home,2136,61701
13552 Buck Rd,1279681,3,1,4,1571726,Bloomington,3,-1.0,27,329900,Single Family Home,4773,61705
3502 Glenmore Rd,21881,4,0,4,1571726,Bloomington,2,-1.0,26,194900,Single Family Home,3436,61704
207 Brigham School Rd,2269057,3,0,3,1280142,Bloomington,4,-1.0,25,190900,Single Family Home,2204,61704
1005 Park St,392860,2,0,4,1207437,Bloomington,2,-1.0,24,159900,Single Family Home,3540,61701
4 Berenz Pl,875746,2,0,3,712753,Bloomington,-1,-1.0,21,120000,Single Family Home,3246,61701
705 W Market Ter,1226587,1,1,5,1226871,Bloomington,1,7841,12,27900,Single Family Home,1908,61701
2816 Conlor Dr,523649,2,0,3,1295017,Bloomington,2,-1.0,1,214500,Single Family Home,3008,61704
Cedar Rdg Lot 45,523649,0,0,0,1295017,Bloomington,-1,-1.0,0,45000,Land,-1.0,61705
2503 Riverwoods Ln,1231308,4,1,5,1295017,Bloomington,3,-1.0,30,369800,Single Family Home,4185,61705
1810-1816 Glenbridge,911852,0,0,12,1280142,Bloomington,-1,-1.0,1,520000,Multi-Family Home,9000,61704
8592 Blooming Grove Rd,1622809,2,1,3,712753,Bloomington,2,30927.6,30,192900,Single Family Home,3288,61705
1201 Staghorne Way,1263684,3,1,5,1571726,Bloomington,3,-1.0,28,339900,Single Family Home,3678,61705
1112 Staghorne Way,1263684,3,1,6,1571726,Bloomington,3,-1.0,27,356900,Single Family Home,4458,61705
1802 Vladimir Dr,955915,2,1,3,712753,Bloomington,2,-1.0,27,154900,Single Family Home,2355,61704
1205 Willow Creek Dr,911852,3,1,5,1280142,Bloomington,3,-1.0,29,314500,Single Family Home,3190,61705
13806 Rengel Dr,425443,2,0,3,1571726,Bloomington,2,24393.600000000002,28,175900,Single Family Home,3004,61705
2014 E Taylor St,1117728,2,0,5,1571726,Bloomington,2,-1.0,28,217000,Single Family Home,3176,61701
11 Windsong Way,1301728,4,2,5,1280142,Bloomington,4,-1.0,30,475000,Single Family Home,6942,61704
504 W Stewart St,192211,2,0,3,1280142,Bloomington,2,-1.0,29,117900,Single Family Home,2212,61701
702 N Oak St,2062462,0,0,4,-1,Bloomington,-1,-1.0,6,132500,Multi-Family Home,3000,61701
2 Northcrest Ct,159571,4,1,5,1571726,Bloomington,3,20908.8,30,785000,Single Family Home,5821,61701
3311 Stonebridge Dr,1231308,3,1,5,1295017,Bloomington,3,-1.0,30,225000,Single Family Home,3218,61704
3506 Connie Kay Way,1571741,3,1,5,1571726,Bloomington,3,-1.0,30,339000,Single Family Home,4058,61704
12 Smokey Ct,7995,3,1,5,3054550,Bloomington,3,-1.0,30,589900,Single Family Home,6079,61704
2509 Stelt Dr,7995,3,1,5,3054550,Bloomington,3,-1.0,30,249900,Single Family Home,3082,61705
19179 Briar Dr,111130,3,1,4,1207437,Bloomington,2,-1.0,30,299000,Single Family Home,5000,61705
3917 Brookline Ln,1193279,3,1,5,1571726,Bloomington,3,-1.0,30,319900,Single Family Home,3812,61705
22 Derby Way,1263684,4,1,5,1571726,Bloomington,3,-1.0,29,439900,Single Family Home,5582,61704
601 Chelsea Dr,2047335,3,1,4,712753,Bloomington,3,-1.0,28,299000,Single Family Home,4192,61704
1303 Cadwell Dr,1295099,1,1,3,1295017,Bloomington,2,-1.0,26,124500,Single Family Home,1352,61704
1110 Lockenvitz Ln Apt 2,3027005,2,1,3,1295017,Bloomington,-1,-1.0,16,118800,Condo/Townhome/Row Home/Co-Op,2280,61704
2205 Todd Dr,1571736,0,0,4,1571726,Bloomington,-1,-1.0,12,599000,Multi-Family Home,21291,61704
1304 Tearose Ln,1376376,2,1,4,1295017,Bloomington,2,-1.0,30,239900,Single Family Home,3842,61704
2403 Savanna Rd,515817,3,1,5,1207437,Bloomington,2,-1.0,29,259900,Single Family Home,4251,61705
15 Cloverhill Cir,21881,3,2,4,1571726,Bloomington,3,-1.0,27,324900,Single Family Home,3964,61705
14384 N 900 East Rd,14862,3,0,3,-1,Bloomington,2,1306800.0,30,460000,Single Family Home,3094,61705
11 Chloe Ct,955915,4,1,5,712753,Bloomington,3,-1.0,30,519900,Single Family Home,5605,61704
3 Harbor Pointe Ct,1207554,2,1,4,3054550,Bloomington,2,-1.0,29,234900,Single Family Home,2928,61704
810 E Empire St,1221216,2,0,2,1280142,Bloomington,2,-1.0,26,99000,Single Family Home,1988,61701
19071 Meander Way,1220379,2,1,3,1295017,Bloomington,2,51836.399999999994,21,265000,Single Family Home,3742,61705
3018 Joseph St,1231308,1,0,4,1295017,Bloomington,1,-1.0,25,89900,Single Family Home,1081,61704
209 Packard St,1295094,1,1,3,1207437,Bloomington,1,-1.0,19,89900,Single Family Home,2944,61701
2213 Ridge Creek Dr,921514,3,0,4,1280142,Bloomington,3,12196.800000000001,30,314900,Single Family Home,3997,61705
1920 Tracy Dr Apt 6,1646092,1,1,2,3054550,Bloomington,-1,-1.0,23,44500,Condo/Townhome/Row Home/Co-Op,1059,61704
1502 Dover Rd,420364,2,1,4,1280142,Bloomington,2,10890.0,36,187000,Single Family Home,2826,61704
1110 S Lee St,14862,1,0,2,-1,Bloomington,-1,-1.0,24,66000,Single Family Home,1308,61701
19432 Mallingham Way,1805631,4,1,8,1571726,Bloomington,3,40946.399999999994,30,298900,Single Family Home,4110,61705
622 Hannah St,7995,1,0,2,3054550,Bloomington,2,-1.0,30,95000,Single Family Home,1710,61701
7 Yukon Cir,1329957,3,1,4,1571726,Bloomington,2,-1.0,30,259900,Single Family Home,3576,61705
825 E Jefferson St,1231308,2,0,4,1295017,Bloomington,-1,-1.0,29,119000,Single Family Home,3750,61701
2202 Ridge Creek Dr,523674,2,1,3,712753,Bloomington,3,-1.0,28,265000,Single Family Home,3672,61705
2403 Northpointe Dr Apt G,4783,2,0,2,1571726,Bloomington,1,-1.0,24,129900,Condo/Townhome/Row Home/Co-Op,1054,61704
907 W Washington St,494617,2,0,5,1571726,Bloomington,-1,-1.0,18,109900,Single Family Home,1932,61701
108 Oak Creek Plz,5040,0,0,2,1295017,Bloomington,-1,91476.0,12,1990000,Multi-Family Home,42336,61704
2511 Driftwood Rd,744586,3,1,4,3054550,Bloomington,3,-1.0,30,389900,Single Family Home,5375,61704
3913 Baywood Rd,1329957,3,1,5,1571726,Bloomington,3,-1.0,30,329900,Single Family Home,4397,61705
14520 Redstone Cir,1548431,2,1,3,1280142,Bloomington,2,40946.399999999994,30,190000,Single Family Home,2200,61705
1120 Willow Creek Dr,1263684,3,1,7,1571726,Bloomington,3,-1.0,29,394900,Single Family Home,4458,61705
3404 Stephanie Rd,480854,4,0,5,-1,Bloomington,3,16117.199999999999,25,429900,Single Family Home,4030,61704
39 Brookshire Grn,1301728,2,0,3,1280142,Bloomington,2,-1.0,30,169900,Single Family Home,3284,61704
3614 Connie Kay Way,1221216,3,1,4,1280142,Bloomington,3,-1.0,30,314900,Single Family Home,3945,61704
1302 Watersound Way,1222389,3,0,5,1280142,Bloomington,3,-1.0,30,429900,Single Family Home,5050,61705
2718 Gill St,1571741,2,1,3,1571726,Bloomington,2,-1.0,28,155000,Single Family Home,1987,61704
1318 Eastport Dr,22772,1,1,3,1295017,Bloomington,2,-1.0,22,145000,Single Family Home,2141,61704
1231 E Empire St,964233,1,0,3,1571726,Bloomington,1,16117.199999999999,20,109900,Single Family Home,2620,61701
830 W Oakland Ave,1730158,1,0,3,712753,Bloomington,2,-1.0,14,105900,Single Family Home,2462,61701
5061/2 N Roosevelt,494617,1,0,3,1571726,Bloomington,-1,-1.0,9,28713,Single Family Home,1712,61701
2207 Todd Dr Apt 19,494617,1,0,2,1571726,Bloomington,-1,-1.0,2,24900,Condo/Townhome/Row Home/Co-Op,820,61704
3 Hayloft Rd,1295092,3,1,4,1295017,Bloomington,2,-1.0,30,199900,Single Family Home,3335,61704
519 W Oakland Ave,1253576,1,1,3,1207437,Bloomington,2,-1.0,30,103900,Single Family Home,2051,61701
6 Willowbend Ct,804479,3,1,4,1571726,Bloomington,3,-1.0,30,259000,Single Family Home,3554,61705
2804 Mowrey Dr,921514,3,1,5,1280142,Bloomington,3,10890.0,30,415000,Single Family Home,4472,61704
402 Chelsea Dr,1295118,3,0,4,1295017,Bloomington,3,17424.0,30,219900,Single Family Home,3726,61704
110 W Locust St,159571,2,0,3,1571726,Bloomington,-1,-1.0,30,183500,Condo/Townhome/Row Home/Co-Op,2290,61701
6 Lake Bluff Ct,1855850,2,1,4,1280142,Bloomington,2,-1.0,30,230000,Single Family Home,3762,61704
1102 E Monroe St,2046247,3,3,4,712753,Bloomington,3,-1.0,24,409000,Single Family Home,4896,61701
1113 W Oakland Ave,591989,1,0,3,1280142,Bloomington,-1,-1.0,23,75000,Single Family Home,2613,61701
1311 Guiness Dr,6449,3,1,5,1571726,Bloomington,3,-1.0,30,378000,Single Family Home,4451,61705
1308 Mount Vernon Dr,1207560,1,1,4,712753,Bloomington,-1,-1.0,14,87499,Single Family Home,1702,61704
1116 Willow Creek Dr,744586,3,1,5,3054550,Bloomington,3,-1.0,30,324900,Single Family Home,3090,61705
1208 Norma Dr,1231308,4,2,7,1295017,Bloomington,3,-1.0,30,599900,Single Family Home,5893,61704
6004 Roughleaf Ave,744586,3,1,5,3054550,Bloomington,3,-1.0,30,334900,Single Family Home,3360,61705
16 Mackenzie Ct,1893243,4,1,5,712753,Bloomington,3,-1.0,30,425000,Single Family Home,5234,61704
903 E Jefferson St,692040,2,1,5,1295017,Bloomington,2,-1.0,30,324900,Single Family Home,4422,61701
615 S Clinton St,5295,1,0,3,1207437,Bloomington,1,-1.0,22,94900,Single Family Home,1585,61701
601 Seminary Ave,1301728,1,0,3,1280142,Bloomington,1,-1.0,21,77000,Single Family Home,1837,61701
9779 Janel Dr,1117728,2,2,4,1571726,Bloomington,3,-1.0,30,439900,Single Family Home,4255,61705
3117 Creek Side Rd,7995,2,1,4,3054550,Bloomington,2,-1.0,30,212000,Single Family Home,2980,61704
5102 Francesco Ln,1295133,3,1,4,1295017,Bloomington,3,-1.0,30,325000,Single Family Home,3755,61705
902 5 W Washington,1938118,2,0,2,1207437,Bloomington,-1,-1.0,7,54900,Single Family Home,2450,61701
708 S Madison St,1938118,1,0,2,1207437,Bloomington,1,-1.0,6,69000,Single Family Home,1440,61701
1804 E Lincoln St,1708364,1,0,3,3054550,Bloomington,2,-1.0,22,119900,Single Family Home,2704,61701
6 Melrose Ct,523649,3,0,3,1295017,Bloomington,2,-1.0,21,200000,Single Family Home,3540,61704
3211 Stonebridge Dr,744586,2,1,4,3054550,Bloomington,2,-1.0,30,219900,Single Family Home,3395,61704
914 W Jefferson St,494617,1,0,3,1571726,Bloomington,1,-1.0,21,58900,Single Family Home,920,61701
12 Sunset Rd,1440163,2,1,5,1571726,Bloomington,3,-1.0,19,399000,Single Family Home,2274,61701
3007 Thornwood Ln,523649,4,2,5,1295017,Bloomington,4,23522.4,30,535000,Single Family Home,8016,61704
109 Urban St Apt 7,304379,1,0,2,712753,Bloomington,1,-1.0,21,39900,Condo/Townhome/Row Home/Co-Op,911,61704
407 S Florence Ave,1319879,2,1,3,1571726,Bloomington,2,-1.0,18,152900,Single Family Home,3015,61701
1001 W Wood St,5040,1,0,2,1295017,Bloomington,2,-1.0,8,72900,Single Family Home,1914,61701
72 Fedor Cir,5296,4,0,5,1571726,Bloomington,3,-1.0,30,299700,Single Family Home,4607,61705
904 W Grove St,591989,2,0,4,1280142,Bloomington,2,-1.0,30,75000,Single Family Home,2828,61701
809 N Lee St,591989,2,0,4,1280142,Bloomington,-1,-1.0,30,75000,Single Family Home,2464,61701
2512 Kaitlyn Dr,5184,3,1,5,3054550,Bloomington,3,-1.0,30,328900,Single Family Home,4023,61704
28022C E Lincoln,392860,1,0,2,1207437,Bloomington,1,-1.0,9,69900,Condo/Townhome/Row Home/Co-Op,984,61704
1306 S Center St,7995,1,1,4,3054550,Bloomington,2,-1.0,30,122500,Single Family Home,3050,61701
212 N Center St Unit 204,1200611,1,1,2,1571726,Bloomington,-1,-1.0,30,129900,Condo/Townhome/Row Home/Co-Op,829,61701
212 N Center St Unit 604,1200611,1,0,1,1571726,Bloomington,-1,-1.0,19,149900,Condo/Townhome/Row Home/Co-Op,688,61701
6 Carleton Ct,2705739,2,1,4,-1,Bloomington,2,-1.0,13,215000,Single Family Home,2790,61704
2220 E Lincoln St,-1,0,0,0,-1,Bloomington,-1,250470.0,0,2000000,Land,-1.0,61701
9 Strawberry Rd,1256002,4,1,5,1207437,Bloomington,3,-1.0,30,424900,Single Family Home,5962,61704
1308 W Empire St,1416095,1,0,2,1571726,Bloomington,-1,-1.0,25,89900,Single Family Home,1674,61701
505 S Allin St,1416095,0,0,2,1571726,Bloomington,-1,-1.0,14,72900,Multi-Family Home,2508,61701
601 N Allin St,515817,1,0,2,1207437,Bloomington,1,-1.0,6,52900,Single Family Home,1180,61701
31 Sunset Rd,5176,0,0,0,1207437,Bloomington,-1,55756.8,5,390000,Land,-1.0,61701
7 Stoney Ct,523649,4,2,5,1295017,Bloomington,4,-1.0,30,899900,Single Family Home,8541,61704
6010 Roughleaf Ave,159571,3,1,5,1571726,Bloomington,3,-1.0,30,299900,Single Family Home,3440,61705
1805 Hackberry Rd,1263684,3,2,5,1571726,Bloomington,3,-1.0,30,499900,Single Family Home,4708,61704
2811 Degarmo Dr,5174,3,1,5,1207437,Bloomington,3,-1.0,29,389000,Single Family Home,4038,61704
913 N Lee St,1295084,2,0,3,1295017,Bloomington,1,-1.0,14,59900,Single Family Home,2100,61701
904 N Center St,515811,1,0,2,1295017,Bloomington,-1,-1.0,17,41000,Single Family Home,2027,61701
9450 Janel Dr,1231308,4,1,5,1295017,Bloomington,3,-1.0,30,475000,Single Family Home,5323,61705
1507 E Oakland Ave,43657,2,0,3,1207437,Bloomington,2,-1.0,18,144900,Single Family Home,2952,61701
2812 Mowrey Dr,1222389,3,1,5,1280142,Bloomington,3,-1.0,30,392500,Single Family Home,4251,61704
2612 Westbrook Dr,1855850,2,1,3,1280142,Bloomington,2,-1.0,30,143000,Condo/Townhome/Row Home/Co-Op,2760,61705
2510 Grey Fox Trl,1207568,2,1,4,1207437,Bloomington,2,-1.0,19,244900,Single Family Home,2318,61705
6 Cobblestone Ct,1263684,3,1,5,1571726,Bloomington,2,-1.0,1,314900,Single Family Home,4578,61704
1040 Ekstam Dr Apt 108,523649,2,0,2,1295017,Bloomington,-1,-1.0,16,75000,Condo/Townhome/Row Home/Co-Op,979,61704
Belfry Dr Lot 43,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,145000,Land,-1.0,61705
Belfry Dr Lot 42,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,125000,Land,-1.0,61705
14 Lavender Ln,4396,4,1,5,1295017,Bloomington,3,-1.0,30,419900,Single Family Home,5028,61704
26 Brookshire Grn,4783,2,1,4,1571726,Bloomington,2,-1.0,29,175000,Single Family Home,3076,61704
2022 Tracy Dr Apt 1,21881,2,0,2,1571726,Bloomington,1,-1.0,16,67900,Condo/Townhome/Row Home/Co-Op,976,61704
1218 S Mason St,1237791,1,0,2,1295017,Bloomington,1,-1.0,11,92000,Single Family Home,1782,61701
2507 Crooked Creek Rd,192211,3,1,4,1280142,Bloomington,3,-1.0,30,399000,Single Family Home,4772,61705
2 Ebach Dr,523615,2,2,4,712753,Bloomington,2,-1.0,30,239900,Single Family Home,4162,61701
1306 N Linden St,5295,1,0,2,1207437,Bloomington,-1,-1.0,16,62400,Single Family Home,732,61701
2903 Conlor Dr,523649,2,0,2,1295017,Bloomington,2,-1.0,15,178900,Single Family Home,2450,61704
1209 Woodbury Pl,1571736,2,0,3,1571726,Bloomington,2,-1.0,12,164900,Single Family Home,1820,61701
Crestwicke Dr Lot 8,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,82500,Land,-1.0,61705
Belfry Dr Lot 37,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
Medinah Dr Lot 22,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,125000,Land,-1.0,31705
Crestwicke Dr Lot 15,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
Medinah Dr Lot 24,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,125000,Land,-1.0,61705
W Crestwicke Dr Lot 4,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,53000,Land,-1.0,61705
Belfry Dr Lot 25,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,82500,Land,-1.0,61705
Palmer Way Lot 11,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,82500,Land,-1.0,61705
Belfry Dr Lot 39,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
Palmer Way Lot 10,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,82500,Land,-1.0,61705
Belfry Dr Lot 32,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
Belfry Dr Lot 26,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,82500,Land,-1.0,61705
Belfry Dr Lot 27,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,82500,Land,-1.0,61705
Belfry Dr Lot 35,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
Palmer Way Lot 13,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
Crestwicke Dr Lot 14,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
Belfry Dr Lot 34,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
Belfry Dr Lot 38,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
Medinah Dr Lot 21,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,125000,Land,-1.0,61705
Palmer Way Lot 9,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,82500,Land,-1.0,61705
Belfry Dr Lot 40,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,75000,Land,-1.0,61705
Belfry Dr Lot 36,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
Medinah Dr Lot 16,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
Palmer Way Lot 12,111130,0,0,0,1207437,Bloomington,-1,-1.0,1,68500,Land,-1.0,61705
1307 S Oak St,172711,1,0,2,1207437,Bloomington,1,-1.0,17,90000,Single Family Home,1652,61701
3109 Fiona Way,523674,3,1,5,712753,Bloomington,3,-1.0,30,649900,Single Family Home,5186,61704
7 Cloverhill Cir,523649,4,0,4,1295017,Bloomington,3,-1.0,30,339900,Single Family Home,5263,61705
1314 W Walnut St,29336,1,1,1,1571726,Bloomington,1,-1.0,9,59900,Single Family Home,2517,61701
25 Yotzonot Dr,1068217,3,1,3,1207437,Bloomington,2,-1.0,30,154400,Single Family Home,2394,61704
1209 N Western Ave,7995,2,1,3,3054550,Bloomington,2,-1.0,30,98000,Single Family Home,2593,61701
705 E Washington St,1118829,0,2,4,1571726,Bloomington,-1,-1.0,18,169900,Single Family Home,4390,61701
512 W Front,7995,0,0,4,3054550,Bloomington,-1,-1.0,30,74900,Multi-Family Home,2496,61701
10060 Wolf Hill Rd,523649,4,0,4,1295017,Bloomington,3,30056.399999999998,29,367500,Single Family Home,4522,61705
1524 Martin Luther King Dr,1546382,2,0,2,1280142,Bloomington,2,-1.0,17,119900,Single Family Home,1476,61701
2507 Slayton Dr,591989,1,1,3,1280142,Bloomington,2,-1.0,30,125000,Single Family Home,2324,61704
26 Winding Way,523649,2,0,2,1295017,Bloomington,2,-1.0,15,147500,Single Family Home,2338,61705
810 Arcadia Dr Apt 5,523674,1,1,2,712753,Bloomington,2,-1.0,10,72500,Condo/Townhome/Row Home/Co-Op,1239,61704
1805 Woodbine Rd,523674,3,1,4,712753,Bloomington,3,-1.0,30,305900,Single Family Home,4512,61704
1503 Sweetbriar Dr,523674,2,1,3,712753,Bloomington,2,-1.0,24,245000,Single Family Home,3532,61701
2104 Ridge Creek Dr,159571,3,0,5,1571726,Bloomington,2,-1.0,30,289900,Single Family Home,3820,61705
2107 Sinclair Ct,1571741,3,1,5,1571726,Bloomington,3,-1.0,29,459900,Single Family Home,4165,61704
1120 Colton Ave,1207554,2,0,4,3054550,Bloomington,-1,-1.0,19,124900,Single Family Home,1716,61701
1121 E Grove St,494617,3,0,5,1571726,Bloomington,2,-1.0,30,154500,Single Family Home,3676,61701
2204 Berrywood Ln,71546,2,1,4,1295017,Bloomington,2,-1.0,30,224000,Single Family Home,3870,61704
603 N Lee St,5040,0,0,3,1295017,Bloomington,-1,-1.0,1,69900,Multi-Family Home,1890,61701
Heartland Hls Lot 115,523649,0,0,0,1295017,Bloomington,-1,-1.0,0,39900,Land,-1.0,61704
Hershey Grv Lot 10,523649,0,0,0,1295017,Bloomington,-1,-1.0,0,45000,Land,-1.0,61704
51 Dry Sage Cir,907561,2,0,3,1295017,Bloomington,2,9583,30,227900,Single Family Home,3126,61705
504 E Olive St,7995,2,0,3,3054550,Bloomington,2,-1.0,30,134900,Single Family Home,2802,61701
3 Briarwood Ave,1194148,2,0,3,-1,Bloomington,1,-1.0,28,154900,Single Family Home,2450,61701
1403 Wright St,494617,1,1,3,1571726,Bloomington,1,-1.0,22,87777,Single Family Home,2321,61701
104 N Regency Dr,804479,2,1,3,1571726,Bloomington,2,-1.0,30,174900,Single Family Home,3002,61701
1302 Winterberry Cir,1365275,3,1,5,1207437,Bloomington,3,-1.0,30,379900,Single Family Home,3745,61705
3105 Carrington Ln,523649,3,1,4,1295017,Bloomington,3,26571.6,30,389900,Single Family Home,5250,61705
3304 Carrington Ln,1194290,6,2,7,1571726,Bloomington,4,-1.0,30,899900,Single Family Home,9462,61705
23 Knollbrook Ct,1987183,3,0,3,1295017,Bloomington,2,-1.0,22,328900,Single Family Home,3716,61705
1328 N Mason St,471011,1,0,3,1295017,Bloomington,2,-1.0,12,37900,Single Family Home,1305,61701
1905 Dimmitt Ct,1855850,4,0,4,1280142,Bloomington,2,-1.0,30,375000,Single Family Home,5072,61704
19336 Inverness Ct,1571738,3,0,4,1571726,Bloomington,2,-1.0,30,216900,Single Family Home,2860,61705
1124 Willow Creek Dr,744586,3,1,5,3054550,Bloomington,3,-1.0,29,317900,Single Family Home,3113,61705
2110 Woodhavens Dr,1253576,2,0,3,1207437,Bloomington,2,-1.0,27,149900,Single Family Home,2510,61701
1403 W Miller St,43657,2,0,3,1207437,Bloomington,2,-1.0,21,122500,Single Family Home,1836,61701
2509 Piney Run,1613798,3,0,4,1571726,Bloomington,3,-1.0,30,304000,Single Family Home,3920,61705
8675 Oakmont Rd,1231308,2,1,3,1295017,Bloomington,2,-1.0,30,209900,Condo/Townhome/Row Home/Co-Op,4070,61705
407 W Locust St,21881,1,1,3,1571726,Bloomington,2,-1.0,21,84900,Single Family Home,2938,61701
3211 Brennan Ln,4396,3,1,6,1295017,Bloomington,3,-1.0,30,489900,Single Family Home,5483,61704
1511 N Western Ave,2132169,1,0,2,1571726,Bloomington,-1,-1.0,20,76500,Single Family Home,1840,61701
807 N Oak St,1207568,1,0,2,1207437,Bloomington,1,-1.0,8,27000,Single Family Home,1808,61701
111 Rust Rd Apt 101,1416095,1,0,2,1571726,Bloomington,1,-1.0,28,87000,Condo/Townhome/Row Home/Co-Op,1041,61701
14610 Margo Ln,21881,2,0,3,1571726,Bloomington,1,-1.0,17,99900,Single Family Home,1300,61705
2406 Timber View Dr,2743947,2,1,3,1280142,Bloomington,2,-1.0,30,164900,Single Family Home,2099,61701
712 N Roosevelt Ave,15043,1,1,4,1295017,Bloomington,1,-1.0,23,99900,Single Family Home,2867,61701
3609 Baldocchi Dr,1889880,4,1,4,1571726,Bloomington,3,-1.0,23,324900,Single Family Home,3672,61704
507 E Jackson St,1440709,1,0,2,712753,Bloomington,-1,-1.0,21,64900,Single Family Home,2379,61701
802 Reinthaler Rd,-1,1,1,2,-1,Bloomington,2,8276,16,122750,Single Family Home,1113,61701
84 Crista Ann Ct,29336,3,0,3,1571726,Bloomington,2,-1.0,30,234500,Single Family Home,2896,61704
1523 Stoneroller Cir,911852,3,1,5,1280142,Bloomington,3,-1.0,30,315900,Single Family Home,3265,61705
1914 Garling Dr,392860,1,0,2,1207437,Bloomington,1,-1.0,15,135000,Single Family Home,1012,61701
2108 Currant Ct,4167,4,1,4,1207437,Bloomington,3,-1.0,18,409900,Single Family Home,5886,61704
507 Howard St,591989,1,0,2,1280142,Bloomington,-1,-1.0,22,40000,Single Family Home,1320,61701
1306 Sherman St,1221216,1,0,2,1280142,Bloomington,-1,-1.0,19,45000,Single Family Home,1440,61701
1506 Calhoun St,1319879,2,0,2,1571726,Bloomington,2,-1.0,10,92900,Single Family Home,2612,61701
