,address,agent,baths_full,baths_half,bedrooms,broker,city,garage,lot_size,photos,price,property_type,sqft,zip_code
855,611 E Mulberry St,7995,1,1,4,3054550,Bloomington,1,-1.0,29,88900,Single Family Home,1752.0,61701
856,8 Worthington Ct,1263684,4,1,6,1571726,Bloomington,3,-1.0,30,949900,Single Family Home,8336.0,61704
857,9668 Crossbow Dr,2000106,3,1,4,1571726,Bloomington,3,46173.60000000001,30,399000,Single Family Home,4234.0,61705
858,2506 Monica Ln,1194290,2,0,3,1571726,Bloomington,2,-1.0,30,209900,Single Family Home,3234.0,61705
865,2524 W Market St,861956,4,0,4,712753,Bloomington,3,63162.0,28,311900,Single Family Home,2424.0,61705
866,1913 Dunraven Rd,911852,3,0,3,1280142,Bloomington,2,-1.0,24,259900,Single Family Home,3188.0,61704
867,1810 Dunraven Rd,911852,2,1,3,1280142,Bloomington,2,-1.0,23,224500,Single Family Home,3036.0,61704
868,1812 Dunraven Rd,911852,2,1,3,1280142,Bloomington,2,-1.0,21,224500,Single Family Home,3036.0,61704
874,114 S Mercer Ave,1231308,2,0,3,1295017,Bloomington,2,-1.0,30,205000,Single Family Home,2835.0,61701
875,1001 Gerike Way,579782,2,0,3,1571726,Bloomington,2,-1.0,19,214900,Single Family Home,3180.0,61704
876,19900 Jared Dr,1231324,3,1,4,1571726,Bloomington,3,-1.0,26,515000,Single Family Home,4845.0,61705
879,2006 Woodhavens Dr,591989,2,0,3,1280142,Bloomington,1,-1.0,24,100000,Single Family Home,1812.0,61701
882,1701 Indiana St,964233,1,0,3,1571726,Bloomington,1,8712.0,13,61900,Single Family Home,1736.0,61701
883,1507 S Mason St,964233,2,0,3,1571726,Bloomington,2,-1.0,1,104500,Single Family Home,1670.0,61701
884,2 Brookridge Ct,5176,5,1,6,1207437,Bloomington,3,14810.4,30,595000,Single Family Home,8311.0,61704
888,115 Parkview Dr,1207570,2,1,4,1207437,Bloomington,2,-1.0,27,187000,Single Family Home,2552.0,61701
891,505 S Hinshaw,1193279,1,0,2,1571726,Bloomington,1,-1.0,11,49900,Single Family Home,1300.0,61701
892,3301 Wisteria Ln,5176,4,2,4,1207437,Bloomington,3,-1.0,30,599900,Single Family Home,5870.0,61704
893,1110 N Clinton Blvd,1416095,1,1,3,1571726,Bloomington,2,-1.0,30,239900,Single Family Home,2952.0,61701
896,1229 Sandburg Dr,1194290,2,1,3,1571726,Bloomington,2,-1.0,30,94900,Single Family Home,1667.0,61704
897,27 Prairie Vista Ct,1222389,3,0,3,1280142,Bloomington,2,-1.0,28,324900,Single Family Home,3590.0,61704
900,59 Stonebrook Ct,4396,4,1,5,1295017,Bloomington,3,-1.0,30,459000,Single Family Home,5429.0,61704
902,1310 Ewing St,55767,2,0,3,-1,Bloomington,2,-1.0,2,65000,Single Family Home,2304.0,61701
914,505 W Chestnut St,55767,2,0,5,-1,Bloomington,1,6970.0,3,64900,Single Family Home,2200.0,61701
921,3038 Ann Dr,1207554,3,0,4,1207437,Bloomington,2,-1.0,20,139900,Single Family Home,2214.0,61704
939,1607 N Linden St,1548431,2,0,3,1280142,Normal,2,-1.0,30,162500,Single Family Home,2568.0,61761
940,202 S Parkside Rd,591989,1,1,3,1280142,Normal,2,-1.0,25,149900,Single Family Home,1834.0,61761
941,7 Wilmette Dr,1221216,1,1,3,1280142,Normal,1,-1.0,24,130000,Single Family Home,1876.0,61761
942,2701 Limestone Ct,911852,2,1,4,1280142,Normal,3,-1.0,2,299900,Single Family Home,3190.0,61761
943,2710 Shepard Rd,911852,2,1,3,1280142,Normal,2,-1.0,1,267900,Single Family Home,2846.0,61761
944,1004 Chippewa St,430485,2,1,3,3054550,Normal,2,-1.0,30,159900,Single Family Home,3102.0,61761
945,107 Hammitt Dr,6449,3,1,5,1571726,Normal,2,-1.0,22,149900,Single Family Home,3588.0,61761
946,1812 Partridge Pt,1237791,2,1,4,1295017,Normal,3,-1.0,13,245000,Single Family Home,3276.0,61761
947,1103 Turtle Crk,1855850,3,1,4,1280142,Normal,3,-1.0,30,280000,Single Family Home,3720.0,61761
948,1077 Harmony Way,1329957,3,1,5,1571726,Normal,3,-1.0,30,274900,Single Family Home,3378.0,61761
949,902 Green Ave,1646092,1,0,3,3054550,Normal,2,-1.0,27,115000,Single Family Home,952.0,61761
950,1102 Westview Dr,1301728,2,0,3,1280142,Normal,2,-1.0,26,163000,Single Family Home,2576.0,61761
951,1405 Searle Dr,1279681,1,1,3,1571726,Normal,1,-1.0,21,104900,Single Family Home,1819.0,61761
952,1606A Beech St,1295099,3,0,2,1295017,Normal,2,-1.0,13,124900,Single Family Home,1740.0,61761
953,1034 Stags Leap Rd,1548431,2,1,4,1280142,Normal,2,-1.0,1,284880,Single Family Home,3167.0,61761
954,3012 Bear Claw St,7995,2,1,4,3054550,Normal,3,-1.0,30,235000,Single Family Home,3088.0,61761
955,1611 Tompkins Dr,7995,3,0,3,3054550,Normal,2,-1.0,30,162900,Single Family Home,3986.0,61761
956,103 William Dr,21881,2,1,4,1571726,Normal,1,-1.0,27,146900,Single Family Home,2016.0,61761
957,1111 Abercorn St,1427353,2,0,4,1280142,Normal,2,-1.0,23,146000,Single Family Home,2134.0,61761
958,118 N Blair Dr,6449,3,1,4,1571726,Normal,2,-1.0,22,189000,Single Family Home,3357.0,61761
959,318 Raleigh Ct,430485,3,0,4,3054550,Normal,2,-1.0,30,169900,Single Family Home,2373.0,61761
960,1001 Turtle Crk,283157,3,1,4,1207437,Normal,3,-1.0,24,289999,Single Family Home,3956.0,61761
961,1198 Onyx Ln,881654,3,1,3,1280142,Normal,2,-1.0,23,185000,Single Family Home,2446.0,61761
963,401 Ironwood,1101631,3,1,4,712753,Normal,3,-1.0,30,419000,Single Family Home,4506.0,61761
964,410 Labrador Ln,1237791,3,1,4,1295017,Normal,2,-1.0,25,239900,Single Family Home,2561.0,61761
965,1408 Montgomery St,29336,2,1,3,1571726,Normal,2,-1.0,19,127500,Single Family Home,2793.0,61761
966,205 Gregory St,744586,2,0,3,3054550,Normal,1,-1.0,30,144900,Single Family Home,2118.0,61761
967,104 E Vernon Ave,1501366,1,1,3,3054550,Normal,2,-1.0,30,154900,Single Family Home,2307.0,61761
968,28 Ethell Pkwy,1207564,1,1,3,1207437,Normal,1,-1.0,26,124900,Single Family Home,1976.0,61761
969,227 Belview Ave,1709801,2,1,3,1280142,Normal,1,-1.0,19,145000,Single Family Home,2192.0,61761
972,1417 Hull St,1613798,3,1,3,1571726,Normal,2,-1.0,30,159900,Single Family Home,2883.0,61761
973,2326 Clifton Ct,1237791,3,1,5,1295017,Normal,3,-1.0,30,319900,Single Family Home,4274.0,61761
974,911 Apple St,1194290,3,0,3,1571726,Normal,2,-1.0,22,149900,Single Family Home,2472.0,61761
976,1628 Belclare Rd,1319879,2,1,3,1571726,Normal,2,-1.0,18,174900,Single Family Home,2385.0,61761
977,906 S Cottage Ave,1231308,1,0,3,1295017,Normal,1,-1.0,18,89900,Single Family Home,1736.0,61761
978,103 Doud Ct,111130,2,1,4,1207437,Normal,2,-1.0,17,149900,Single Family Home,2441.0,61761
979,1202 N Walnut St,283157,2,0,3,1207437,Normal,2,-1.0,19,159999,Single Family Home,2488.0,61761
980,2974 Benson Ln,1571756,3,0,3,712753,Normal,2,-1.0,30,189900,Single Family Home,2972.0,61761
981,1031 Decoy Ct,1279681,3,1,4,1571726,Normal,2,-1.0,30,279900,Single Family Home,3140.0,61761
982,800 Normal Ave,692040,2,1,4,1295017,Normal,4,-1.0,25,184900,Single Family Home,2938.0,61761
983,507 Marian Ave,1207560,1,0,3,712753,Normal,2,-1.0,24,134900,Single Family Home,2522.0,61761
985,1311 Bryce Ct,1855850,3,1,5,1280142,Normal,2,-1.0,30,230000,Single Family Home,2806.0,61761
986,2972 Bear Claw St,1440709,3,1,4,712753,Normal,2,-1.0,28,234900,Single Family Home,3232.0,61761
987,2945 E Raab Rd,1231308,2,0,3,1295017,Normal,2,-1.0,24,169900,Single Family Home,2654.0,61761
988,240 Parktrail Rd,5174,2,1,4,1207437,Normal,2,-1.0,9,118900,Single Family Home,2016.0,61761
989,801 N Linden St,1295086,3,1,5,1295017,Normal,2,-1.0,30,229900,Single Family Home,5226.0,61761
990,300 Thicket Pt,1450930,2,0,3,1571726,Normal,2,-1.0,30,249900,Single Family Home,3482.0,61761
991,1613 Brougham St,2208869,2,1,4,1280142,Normal,6,-1.0,30,205000,Single Family Home,2688.0,61761
992,710 Hester Ave,2202955,1,1,4,1280142,Normal,2,-1.0,18,135000,Single Family Home,2346.0,61761
993,1904 Park West Dr,6449,3,0,3,1571726,Normal,2,-1.0,15,141900,Single Family Home,2196.0,61761
994,1402 Hovey Ave,804479,1,0,3,1571726,Normal,1,-1.0,24,94500,Single Family Home,1056.0,61761
995,25 Norwood Dr,1207547,1,0,4,1207437,Normal,1,-1.0,16,104500,Single Family Home,1264.0,61761
996,15 Clinton Pl,5296,3,0,4,1571726,Normal,2,-1.0,30,204900,Single Family Home,2904.0,61761
997,1509 Olmsted Rd,6449,3,1,5,1571726,Normal,3,-1.0,30,264500,Single Family Home,3863.0,61761
998,206 Adelaide,6449,2,1,4,1571726,Normal,1,-1.0,30,147000,Single Family Home,2640.0,61761
999,1212 Broadway,5296,2,1,5,1571726,Normal,2,-1.0,30,319900,Single Family Home,3749.0,61761
1000,1810 Loblolly Dr,111130,3,1,4,1207437,Normal,3,-1.0,26,329000,Single Family Home,2644.0,61761
1001,1718 Flagstone Dr,21881,3,1,5,1571726,Normal,3,-1.0,23,249900,Single Family Home,3022.0,61761
1002,916 S Linden St,111130,2,0,2,1207437,Normal,2,-1.0,21,144900,Single Family Home,1772.0,61761
1003,1002 Kern St,1295099,1,0,2,1295017,Normal,1,-1.0,19,80000,Single Family Home,823.0,61761
1004,110 S Orr Dr,758933,3,0,4,-1,Normal,2,10018.8,16,124900,Single Family Home,2324.0,61761
1005,807 Weatherby Way,1346837,4,0,4,1280142,Normal,2,-1.0,1,435400,Single Family Home,3801.0,61761
1006,1042 Stags Leap Rd,1346837,2,1,4,1280142,Normal,3,-1.0,1,291297,Single Family Home,3547.0,61761
1007,808 Weatherby Way,1346837,2,0,2,1280142,Normal,2,-1.0,1,398340,Single Family Home,3476.0,61761
1008,1040 Stags Leap Rd,1346837,2,0,3,1280142,Normal,2,-1.0,1,285906,Single Family Home,3120.0,61761
1009,1307 Ironwood Cc Dr,1193279,3,0,3,1571726,Normal,3,-1.0,30,284900,Single Family Home,3595.0,61761
1010,1187 Blue Bill Way,1329957,2,1,3,1571726,Normal,2,-1.0,29,176900,Single Family Home,2875.0,61761
1011,1203 Sawgrass Dr,5295,2,1,3,1207437,Normal,2,-1.0,30,184900,Single Family Home,2636.0,61761
1012,1206 Roland Dr,430485,1,1,3,3054550,Normal,1,-1.0,30,148500,Single Family Home,2362.0,61761
1013,19906 E 1600 North Rd,523674,2,1,4,712753,Normal,3,239580.0,28,399900,Single Family Home,4080.0,61761
1015,1061 Geyser Peak Rd,192211,2,1,4,1280142,Normal,2,-1.0,25,230000,Single Family Home,3009.0,61761
1016,3 Alexander Ct,1295089,3,0,3,1295017,Normal,1,-1.0,28,177500,Single Family Home,2543.0,61761
1017,2245 Holbrook Dr,1346837,2,0,3,1280142,Normal,3,10890.0,25,284900,Single Family Home,3390.0,61761
1018,1165 Duck Horn Dr,15043,2,1,3,1295017,Normal,2,-1.0,24,219900,Single Family Home,2602.0,61761
1019,223 Orlando Ave,1207563,2,0,4,1207437,Normal,1,-1.0,19,147500,Single Family Home,2040.0,61761
1020,1712 Coralstone Way,911852,3,1,4,1280142,Normal,3,-1.0,2,267000,Single Family Home,2899.0,61761
1021,1722 Coralstone Way,911852,3,1,4,1280142,Normal,2,-1.0,2,264000,Single Family Home,2899.0,61761
1022,1013 Porter Ln,763456,3,0,4,1295017,Normal,2,-1.0,30,164900,Single Family Home,2686.0,61761
1023,3251 Butterfly Dr,182757,2,1,4,1571726,Normal,2,-1.0,23,237500,Single Family Home,2878.0,61761
1024,5 Boone Ct,1376376,2,0,3,1295017,Normal,2,-1.0,18,149900,Single Family Home,2076.0,61761
1025,1219 Roland Dr,1571756,2,0,3,712753,Normal,2,-1.0,30,129900,Single Family Home,2268.0,61761
1026,1200 Russell St,1194290,3,0,3,1571726,Normal,2,-1.0,30,129900,Single Family Home,2520.0,61761
1027,501 S Blair Dr,1319879,2,0,3,1571726,Normal,2,-1.0,21,157900,Single Family Home,3508.0,61761
1097,2359 Corrigan Way,5040,2,1,4,1295017,Normal,2,-1.0,30,239500,Single Family Home,3324.0,61761
1098,2245 Chase Ln,1653756,2,0,3,712753,Normal,2,-1.0,24,219900,Single Family Home,3624.0,61761
1099,1819 Setter St,22772,3,0,3,1295017,Normal,2,-1.0,22,239900,Single Family Home,2808.0,61761
1100,507 Manchester Rd,1956224,2,0,3,712753,Normal,1,-1.0,18,138500,Single Family Home,1547.0,61761
1101,1101 Whitaker St,523674,2,0,4,712753,Normal,2,-1.0,1,145900,Single Family Home,2304.0,61761
1102,818 Jersey Ave,744586,3,0,4,3054550,Normal,3,-1.0,30,319900,Single Family Home,6953.0,61761
1103,1407 Bird Ct,1708364,3,0,4,3054550,Normal,2,-1.0,30,244900,Single Family Home,3274.0,61761
1106,109 Nottingham Chase,1501366,2,0,3,3054550,Normal,1,-1.0,30,135000,Single Family Home,1483.0,61761
1107,1011 Norwood Dr,1221216,3,0,3,1280142,Normal,2,-1.0,29,159000,Single Family Home,3300.0,61761
1108,1102 Chippewa St,159571,2,1,4,1571726,Normal,2,-1.0,30,159900,Single Family Home,3414.0,61761
1109,1309 Heritage Rd E,5295,2,1,4,1207437,Normal,2,-1.0,29,165000,Single Family Home,2025.0,61761
1110,2700 Fieldstone Ct,523649,3,1,5,1295017,Normal,3,-1.0,28,325000,Single Family Home,4033.0,61761
1111,908 S Adelaide St,7995,2,0,2,3054550,Normal,1,-1.0,30,110000,Single Family Home,2200.0,61761
1113,1010 Ironwood,1571763,3,1,4,1571726,Normal,3,-1.0,30,259900,Single Family Home,4186.0,61761
1114,1109 Kings Mill Rd,1101631,2,1,4,712753,Normal,2,-1.0,30,164900,Single Family Home,2838.0,61761
1115,2225 N Bridge Dr,523615,2,1,4,712753,Normal,3,-1.0,30,309000,Single Family Home,4056.0,61761
1116,1509 Tamarack Cc Trl,748021,3,1,6,1207437,Normal,3,-1.0,27,314900,Single Family Home,5200.0,61761
1117,902 S Cottage Ave,2925148,1,0,3,-1,Normal,2,-1.0,27,109900,Single Family Home,2016.0,61761
1118,815 Sheridan Rd,1571756,1,1,3,712753,Normal,1,-1.0,26,147500,Single Family Home,2268.0,61761
1119,818 Manchester Dr,43657,2,0,2,1207437,Normal,1,-1.0,18,109500,Single Family Home,2052.0,61761
1120,1011 Kings Mill Rd,1887423,2,2,4,1207437,Normal,2,-1.0,30,210000,Single Family Home,3004.0,61761
1121,1163 Blue Bill Way,523649,2,1,3,1295017,Normal,2,-1.0,15,169900,Single Family Home,2779.0,61761
1122,1326 Dillon Dr,1805631,1,1,4,1571726,Normal,1,-1.0,8,105000,Single Family Home,1169.0,61761
1123,906 Crestline Dr,4165,2,1,5,1207437,Normal,2,22651.2,30,219999,Single Family Home,3783.0,61761
1124,206 Parktrail Rd,2740227,2,1,3,712753,Normal,2,-1.0,24,120000,Single Family Home,1695.0,61761
1125,1817 Truman Dr,21881,1,1,4,1571726,Normal,1,-1.0,18,129900,Single Family Home,1638.0,61761
1127,706 N Fell Ave,1501366,1,1,2,3054550,Normal,2,-1.0,30,129900,Single Family Home,1637.0,61761
1128,6 Clinton Pl,692040,2,2,4,1295017,Normal,2,-1.0,30,319900,Single Family Home,3561.0,61761
1129,1502 Ironwood,1279681,3,1,4,1571726,Normal,3,-1.0,27,249900,Single Family Home,3548.0,61761
1131,2514 Shepard Rd,2993191,3,1,4,1295017,Normal,2,-1.0,30,259900,Single Family Home,3055.0,61761
1132,302 E Poplar St,1193279,2,1,3,1571726,Normal,1,-1.0,26,127900,Single Family Home,1984.0,61761
1133,1613 Cutter Ct,1571752,2,1,3,1571726,Normal,2,-1.0,25,154000,Single Family Home,1967.0,61761
1134,2267 Heather Ridge Dr,425443,2,2,4,1571726,Normal,3,-1.0,27,269900,Single Family Home,3302.0,61761
1135,1716 Braden Dr,748021,2,0,4,1207437,Normal,2,-1.0,26,153900,Single Family Home,2648.0,61761
1136,214 Foster Dr,5295,2,0,3,1207437,Normal,2,-1.0,17,125000,Single Family Home,3048.0,61761
1137,1407 Hull St,2743947,3,1,4,1280142,Normal,2,-1.0,30,149900,Single Family Home,2748.0,61761
1138,306 Augustine Way,7995,3,1,5,3054550,Normal,2,-1.0,30,240000,Single Family Home,4600.0,61761
1139,703 Cullom St,1501366,1,0,2,3054550,Normal,1,-1.0,30,99000,Single Family Home,1900.0,61761
1140,201 Sandra Ln,1295092,2,0,3,1295017,Normal,2,13503.6,30,134900,Single Family Home,1616.0,61761
1141,1307 Beacon Hill Ct,744586,2,1,2,3054550,Normal,2,-1.0,30,149900,Single Family Home,2231.0,61761
1142,101 Anthony Dr,955915,3,0,4,712753,Normal,2,-1.0,28,209900,Single Family Home,3718.0,61761
1143,1195 Lodge Pole Ln,1846189,2,1,5,1295017,Normal,2,-1.0,26,219000,Single Family Home,3185.0,61761
1144,201 Harter Ln,65952,2,0,3,1571726,Normal,1,-1.0,30,152500,Single Family Home,2366.0,61761
1145,1500 Aurora Way,579783,1,0,3,1571726,Normal,1,-1.0,30,119500,Single Family Home,1409.0,61761
1146,3013 Three Eagles St,1279681,2,1,4,1571726,Normal,2,-1.0,29,229900,Single Family Home,3574.0,61761
1147,2181 Dawson Dr,591989,3,0,3,1280142,Normal,2,-1.0,28,150000,Single Family Home,2290.0,61761
1148,1206 N School St,1222389,1,1,3,1280142,Normal,2,-1.0,24,159900,Single Family Home,1992.0,61761
1149,302 Robert Dr,692040,2,2,4,1295017,Normal,2,-1.0,23,164000,Single Family Home,2584.0,61761
1150,1813 Truman Dr,1329957,2,0,4,1571726,Normal,1,-1.0,1,132500,Single Family Home,2014.0,61761
1151,901 E Shelbourne Dr,4783,2,1,3,1571726,Normal,2,-1.0,30,129500,Single Family Home,2748.0,61761
1152,1327 Lismore Ln,1231308,2,2,3,1295017,Normal,2,-1.0,25,189900,Single Family Home,2058.0,61761
1153,1332 Dillon Dr,1237791,1,1,4,1295017,Normal,1,-1.0,23,115000,Single Family Home,1206.0,61761
1154,454 Fort Kendall,1231308,3,1,5,1295017,Normal,4,-1.0,1,356290,Single Family Home,3528.0,61761
1155,302 Fieldcrest Ct,392860,3,0,3,1207437,Normal,2,-1.0,30,195000,Single Family Home,2206.0,61761
1156,302 N Coolidge St,1207544,2,0,3,1207437,Normal,2,-1.0,27,159900,Single Family Home,3278.0,61761
1157,1808 Partridge Pt,129980,3,1,4,1280142,Normal,3,-1.0,27,285000,Single Family Home,4304.0,61761
1158,2850 Grey Hawk Dr,1805631,3,1,5,1571726,Normal,3,-1.0,30,269900,Single Family Home,3296.0,61761
1159,8 Hawthorne Dr,430485,2,0,3,3054550,Normal,1,-1.0,30,153000,Single Family Home,2360.0,61761
1161,1336 Petaluma Dr,1501366,2,1,4,3054550,Normal,2,-1.0,30,239900,Single Family Home,3250.0,61761
1162,1302 Kern St,430485,1,1,3,3054550,Normal,2,-1.0,25,132500,Single Family Home,1426.0,61761
1163,1241 Lodge Pole Ln,1207564,3,1,4,1207437,Normal,3,-1.0,30,269500,Single Family Home,3354.0,61761
1164,2285 Elwood Ln,1613798,2,0,3,1571726,Normal,2,-1.0,29,214000,Single Family Home,2928.0,61761
1165,1018 Crooked Stick Ln,192211,2,1,4,1280142,Normal,2,-1.0,23,192000,Single Family Home,2640.0,61761
1166,3180 Shepard Rd,15043,2,1,4,1295017,Normal,2,-1.0,20,189900,Single Family Home,2922.0,61761
1168,1301 Beacon Hill Ct,1295133,2,1,2,1295017,Normal,2,-1.0,24,139900,Single Family Home,1624.0,61761
1169,2923 Buffalo Ln,523649,2,1,4,1295017,Normal,3,-1.0,26,249900,Single Family Home,3558.0,61761
1170,1032 Stags Leap Rd,1346837,2,0,3,1280142,Normal,2,-1.0,30,259900,Single Family Home,3120.0,61761
1171,3002 Grey Hawk Dr,1571752,3,1,5,1571726,Normal,3,-1.0,7,258800,Single Family Home,3580.0,61761
1172,406 S Linden St,1855850,1,0,2,1280142,Normal,1,-1.0,1,79900,Single Family Home,725.0,61761
1173,1515 Belclare Rd,283157,3,1,2,1207437,Normal,2,-1.0,29,229990,Single Family Home,3960.0,61761
1174,1116 Travertine Rd,1279681,3,0,3,1571726,Normal,3,-1.0,17,349900,Single Family Home,3024.0,61761
1175,2714 Shepard Rd,1279681,2,1,3,1571726,Normal,2,-1.0,1,287900,Single Family Home,3030.0,61761
1176,409 Bradley Ln,2688224,2,0,3,1571726,Normal,2,-1.0,30,159000,Single Family Home,1523.0,61761
1177,402 Ironwood,1501366,2,1,4,3054550,Normal,3,-1.0,28,255000,Single Family Home,3712.0,61761
1178,801 Dresser Dr,1938118,3,1,5,1207437,Normal,2,-1.0,26,233900,Single Family Home,3200.0,61761
1179,2972 Three Eagles St,43657,3,1,4,1207437,Normal,2,-1.0,22,229500,Single Family Home,3120.0,61761
1180,1007 Canyon Creek Rd,1346837,3,0,3,1280142,Normal,2,-1.0,30,189900,Single Family Home,2564.0,61761
1181,1413 Hull St,1221216,2,1,3,1280142,Normal,2,-1.0,30,139900,Single Family Home,2883.0,61761
1182,1412 Chadwick Dr,1194290,2,1,4,1571726,Normal,2,-1.0,30,169900,Single Family Home,2448.0,61761
1183,35 Payne Pl,1193279,1,0,3,1571726,Normal,1,-1.0,17,129900,Single Family Home,2300.0,61761
1185,1615 N School St,591989,1,0,2,1280142,Normal,1,-1.0,28,95000,Single Family Home,1050.0,61761
1186,201 Keiser Ave,2046247,1,1,3,712753,Normal,2,-1.0,14,134900,Single Family Home,1600.0,61761
1187,1208 Hanson Dr,1548431,2,2,4,1280142,Normal,2,-1.0,30,204000,Single Family Home,3250.0,61761
1188,410 Gambel Ct,2206294,2,1,3,1280142,Normal,2,-1.0,25,225000,Single Family Home,2808.0,61761
1189,106 E Cypress St,7995,2,0,3,3054550,Normal,2,-1.0,30,114900,Single Family Home,2143.0,61761
1190,148 Cassidy Rd,1362683,3,0,3,712753,Normal,2,-1.0,25,187000,Single Family Home,2428.0,61761
1192,1115 E Shelbourne Dr,5295,2,1,3,1207437,Normal,2,-1.0,26,114000,Single Family Home,2748.0,61761
1193,7 Clinton Pl,420364,2,0,3,1280142,Normal,1,-1.0,24,148900,Single Family Home,2040.0,61761
1194,2925 E Raab Rd,43657,2,1,3,1207437,Normal,2,-1.0,26,198900,Single Family Home,2808.0,61761
1195,1404 Shannon Dr,7995,3,1,4,3054550,Normal,2,-1.0,30,209900,Single Family Home,2730.0,61761
1196,801 Broadway Ave,692040,2,1,4,1295017,Normal,2,-1.0,30,254900,Single Family Home,3795.0,61761
1198,204 Field,1388808,3,0,3,712753,Normal,2,-1.0,30,179900,Single Family Home,2668.0,61761
1199,920 N Fell Ave,1687774,1,0,3,1571726,Normal,1,-1.0,26,105000,Single Family Home,1311.0,61761
1200,1507 Ironwood Cc Dr,1207553,4,0,4,712753,Normal,2,16117.2,30,273000,Single Family Home,4043.0,61761
1201,2237 Dawson Dr,1231308,2,0,4,1295017,Normal,2,-1.0,29,199000,Single Family Home,2756.0,61761
1202,1114 Chippewa St,5295,2,0,4,1207437,Normal,2,-1.0,24,143900,Single Family Home,2304.0,61761
1203,4 Norwood Ave,2299014,1,0,3,1571726,Normal,1,-1.0,18,99900,Single Family Home,814.0,61761
1204,1504 Biltmore Ct,1231308,3,1,5,1295017,Normal,3,-1.0,30,249900,Single Family Home,3322.0,61761
1205,1003 Beech St,1118829,2,0,3,1571726,Normal,2,-1.0,30,138900,Single Family Home,1755.0,61761
1206,300 Basswood Ln,4167,3,0,3,1207437,Normal,2,-1.0,23,215000,Single Family Home,2976.0,61761
1207,901 Apple St,7995,3,0,3,3054550,Normal,2,-1.0,30,139900,Single Family Home,2388.0,61761
1208,1018 Granite Way,692040,3,1,4,1295017,Normal,3,-1.0,30,299900,Single Family Home,3067.0,61761
1209,3448 Horse Creek Rd,5187,2,1,3,1571726,Normal,2,-1.0,25,169900,Single Family Home,2470.0,61761
1210,403 Oak,1279779,2,0,4,-1,Normal,2,8113.0,6,146000,Single Family Home,1350.0,61761
1211,1245 Duck Horn Dr,420364,3,1,5,1280142,Normal,3,-1.0,34,289900,Single Family Home,3422.0,61761
1212,1111 E Shelbourne Dr,1221216,2,1,3,1280142,Normal,2,-1.0,28,114000,Single Family Home,2748.0,61761
1213,116 W Cypress St,1778205,2,0,3,1571726,Normal,1,-1.0,11,119000,Single Family Home,2946.0,61761
1214,1203 Ironwood,1279681,2,1,4,1571726,Normal,2,-1.0,30,245000,Single Family Home,3420.0,61761
1215,2432 Corinth Ln,1345180,3,0,4,-1,Normal,2,-1.0,24,272900,Single Family Home,3250.0,61761
1216,1013 Teegan St,1279779,3,1,4,-1,Normal,2,4800.0,6,169900,Single Family Home,2880.0,61761
1217,1610 Ashbrook Ct,1416095,3,1,4,1571726,Normal,2,-1.0,30,229900,Single Family Home,3240.0,61761
1218,301 N Towanda Ave,1295099,1,1,4,1295017,Normal,1,-1.0,19,114900,Single Family Home,1764.0,61761
1219,331 Fieldcrest Ct,1805631,3,0,3,1571726,Normal,2,-1.0,30,183900,Single Family Home,2749.0,61761
1220,1709 Fraser Dr,523649,2,1,4,1295017,Normal,2,-1.0,27,244900,Single Family Home,3664.0,61761
1221,1802 Johnson Dr,964233,2,0,5,1571726,Normal,1,6534.0,14,84900,Single Family Home,2008.0,61761
1222,2725 Sedona Dr,21881,3,0,4,1571726,Normal,3,-1.0,29,309900,Single Family Home,3400.0,61761
1223,1911 Park West Dr,744586,2,1,3,3054550,Normal,2,-1.0,30,144900,Single Family Home,1710.0,61761
1224,815 Smith Dr,2259541,3,1,4,1571726,Normal,2,-1.0,2,252000,Single Family Home,4247.0,61761
1225,1624 Cheyenne Ln,1708364,3,0,3,3054550,Normal,4,-1.0,1,329900,Single Family Home,3760.0,61761
1227,912 S Linden St,1033282,4,0,4,1207437,Normal,3,-1.0,21,139000,Single Family Home,3254.0,61761
1228,305 Columbia Dr,1548431,2,0,3,1280142,Normal,1,-1.0,28,130000,Single Family Home,1237.0,61761
1229,1313 Dillon Dr,1207547,1,0,3,1207437,Normal,1,-1.0,27,118900,Single Family Home,1168.0,61761
1230,404 E Lincoln St,-1,2,0,3,-1,Normal,1,8276.0,22,129000,Single Family Home,2288.0,61761
1231,1004 S University St,1887423,1,0,2,1207437,Normal,1,-1.0,15,94900,Single Family Home,1645.0,61761
1233,1107 Asbury Farms Cc Ct,2259541,2,2,4,1571726,Normal,2,-1.0,30,267000,Single Family Home,3859.0,61761
1234,1028 Stags Leap Rd,1346837,2,0,3,1280142,Normal,2,-1.0,30,254900,Single Family Home,3154.0,61761
1235,702 S Fell Ave,71546,2,0,4,1295017,Normal,1,-1.0,30,134900,Single Family Home,3169.0,61761
1236,2995 Wolf Creek Ln,804479,3,1,5,1571726,Normal,2,-1.0,30,242900,Single Family Home,3024.0,61761
1237,2264 Heather Ridge Dr,1501366,3,1,5,3054550,Normal,3,-1.0,29,269900,Single Family Home,3955.0,61761
1238,1100 Whitaker St,5295,2,0,3,1207437,Normal,2,-1.0,19,141900,Single Family Home,2160.0,61761
1239,1509 Ironwood Dr,43657,2,1,4,1207437,Normal,3,-1.0,20,254500,Single Family Home,3700.0,61761
1241,1218 Searle Dr,5295,1,1,3,1207437,Normal,1,9148.0,29,135900,Single Family Home,1608.0,61761
